substation_id,date,in_reviewer_A,in_reviewer_B,overlap,A_review_action,A_rpf_start_time,A_rpf_end_time,A_confidence,B_review_action,B_rpf_start_time,B_rpf_end_time,B_confidence,label_window_conflict,confidence_conflict,final_source,final_review_action,final_rpf_start_time,final_rpf_end_time,final_confidence
act_D,2023-11-27,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-11-28,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-11-29,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-11-30,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-01,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-02,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-03,True,True,True,manual_window,14:15,17:15,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-04,True,True,True,manual_window,13:30,14:00,sure,manual_window,13:30,14:00,unsure,False,True,reviewer_B,manual_window,13:30,14:00,unsure
act_D,2023-12-05,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-06,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-07,True,True,True,manual_window,13:45,14:30,sure,manual_window,13:45,14:30,unsure,False,True,reviewer_B,manual_window,13:45,14:30,unsure
act_D,2023-12-08,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-09,True,True,True,manual_window,09:00,14:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-10,True,True,True,manual_window,15:00,17:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-11,True,True,True,manual_window,15:15,17:15,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-12,True,True,True,manual_window,15:00,17:15,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-13,True,True,True,manual_window,09:15,13:45,sure,manual_window,13:15,13:45,unsure,True,True,reviewer_B,manual_window,13:15,13:45,unsure
act_D,2023-12-14,True,True,True,manual_window,10:15,15:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-15,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-16,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-17,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-18,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-19,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-20,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-21,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-22,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2023-12-23,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-24,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-25,True,True,True,manual_window,14:15,16:15,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2023-12-26,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-27,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-28,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-29,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-30,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2023-12-31,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-01,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-02,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-03,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-04,True,True,True,manual_window,09:15,10:30,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-05,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-06,True,True,True,manual_window,09:15,10:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-07,True,True,True,manual_window,14:30,16:15,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-08,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-09,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-10,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-11,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-12,True,True,True,manual_window,14:15,17:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-13,True,True,True,manual_window,11:45,16:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-14,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-15,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-16,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-17,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-18,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-19,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-20,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-21,True,True,True,manual_window,09:45,14:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-22,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-23,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-24,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-01-25,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-26,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-27,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-01-28,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-29,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-30,True,True,True,manual_window,11:30,15:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-01-31,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-01,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-02,True,True,True,manual_window,12:30,13:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-02-03,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-04,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-05,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-06,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-07,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-08,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-09,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-10,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-11,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-12,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-13,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-14,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-15,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-16,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-17,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-02-18,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-19,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-20,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-21,True,True,True,manual_window,12:45,13:45,sure,manual_window,12:45,13:45,unsure,False,True,reviewer_B,manual_window,12:45,13:45,unsure
act_D,2024-02-22,True,True,True,manual_window,10:30,11:00,sure,manual_window,10:30,11:00,unsure,False,True,reviewer_B,manual_window,10:30,11:00,unsure
act_D,2024-02-23,True,True,True,manual_window,09:45,13:30,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-02-24,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-25,True,True,True,manual_window,10:45,15:30,sure,manual_window,10:45,15:30,unsure,False,True,reviewer_B,manual_window,10:45,15:30,unsure
act_D,2024-02-26,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-02-27,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-02-28,True,True,True,manual_window,10:45,15:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-02-29,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-01,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-02,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-03,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-04,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-05,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-06,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-07,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-08,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-09,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-10,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-11,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-12,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-13,True,True,True,manual_window,13:15,15:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-03-14,True,True,True,no_rpf,,,sure,no_rpf,,,sure,False,False,reviewer_B,no_rpf,,,sure
act_D,2024-03-15,True,True,True,manual_window,13:00,14:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-03-16,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-17,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-18,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-19,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-20,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-21,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-22,True,True,True,manual_window,11:00,12:30,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-03-23,True,True,True,manual_window,11:45,14:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-03-24,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-25,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-26,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-03-27,True,True,True,manual_window,12:30,16:00,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-03-28,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-29,True,True,True,no_rpf,,,sure,no_rpf,,,sure,False,False,reviewer_B,no_rpf,,,sure
act_D,2024-03-30,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-03-31,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-01,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-02,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-03,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-04-04,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-05,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-06,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-07,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-08,True,True,True,accept_old,,,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-04-09,True,True,True,manual_window,11:30,15:15,sure,manual_window,11:30,12:30,unsure,True,True,reviewer_B,manual_window,11:30,12:30,unsure
act_D,2024-04-10,True,True,True,manual_window,10:00,13:30,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-04-11,True,True,True,manual_window,11:15,13:00,sure,manual_window,11:15,13:00,sure,False,False,reviewer_B,manual_window,11:15,13:00,sure
act_D,2024-04-12,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-13,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-14,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-15,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-16,True,True,True,manual_window,12:15,13:00,sure,manual_window,12:15,13:00,unsure,False,True,reviewer_B,manual_window,12:15,13:00,unsure
act_D,2024-04-17,True,True,True,manual_window,09:00,12:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-04-18,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-19,True,True,True,no_rpf,,,sure,no_rpf,,,unsure,False,True,reviewer_B,no_rpf,,,unsure
act_D,2024-04-20,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-21,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-22,True,True,True,manual_window,12:30,14:45,sure,no_rpf,,,unsure,True,True,reviewer_B,no_rpf,,,unsure
act_D,2024-04-23,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-24,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-25,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-26,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-27,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-04-28,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-29,True,True,True,accept_old,,,sure,accept_old,,,unsure,False,True,reviewer_B,accept_old,,,unsure
act_D,2024-04-30,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-05-01,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-05-02,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-05-03,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-05-04,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-05-05,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
act_D,2024-05-06,True,True,True,accept_old,,,sure,accept_old,,,sure,False,False,reviewer_B,accept_old,,,sure
