substation_id,date,review_action,rpf_start_time,rpf_end_time,confidence
act_D,2024-02-26,accept_old,,,unsure
act_D,2024-02-27,accept_old,,,unsure
act_D,2024-02-28,manual_window,10:45,15:45,unsure
act_D,2024-02-29,accept_old,,,unsure
act_D,2024-03-01,accept_old,,,unsure
act_D,2024-03-02,accept_old,,,unsure
act_D,2024-03-03,accept_old,,,unsure
act_D,2024-03-04,accept_old,,,unsure
act_D,2024-03-05,accept_old,,,unsure
act_D,2024-03-06,accept_old,,,unsure
act_D,2024-03-07,accept_old,,,unsure
act_D,2024-03-08,accept_old,,,unsure
act_D,2024-03-09,accept_old,,,unsure
act_D,2024-03-10,accept_old,,,unsure
act_D,2024-03-11,accept_old,,,unsure
act_D,2024-03-12,accept_old,,,unsure
act_D,2024-03-13,manual_window,13:15,15:00,unsure
act_D,2024-03-14,no_rpf,,,unsure
act_D,2024-03-15,manual_window,13:00,14:00,unsure
act_D,2024-03-16,accept_old,,,unsure
act_D,2024-03-17,accept_old,,,unsure
act_D,2024-03-18,accept_old,,,unsure
act_D,2024-03-19,accept_old,,,unsure
act_D,2024-03-20,accept_old,,,unsure
act_D,2024-03-21,accept_old,,,unsure
act_D,2024-03-22,manual_window,11:00,12:30,unsure
act_D,2024-03-23,manual_window,11:45,14:00,unsure
act_D,2024-03-24,accept_old,,,unsure
act_D,2024-03-25,accept_old,,,unsure
act_D,2024-03-26,accept_old,,,unsure
act_D,2024-03-27,manual_window,12:30,16:00,unsure
act_D,2024-03-28,accept_old,,,unsure
act_D,2024-03-29,no_rpf,,,unsure
act_D,2024-03-30,accept_old,,,unsure
act_D,2024-03-31,accept_old,,,unsure
act_D,2024-04-01,accept_old,,,unsure
act_D,2024-04-02,accept_old,,,unsure
act_D,2024-04-03,accept_old,,,unsure
act_D,2024-04-04,accept_old,,,unsure
act_D,2024-04-05,accept_old,,,unsure
act_D,2024-04-06,accept_old,,,unsure
act_D,2024-04-07,accept_old,,,unsure
act_D,2024-04-08,accept_old,,,unsure
act_D,2024-04-09,manual_window,11:30,15:15,unsure
act_D,2024-04-10,manual_window,10:00,13:30,unsure
act_D,2024-04-11,manual_window,11:15,13:00,unsure
act_D,2024-04-12,accept_old,,,unsure
act_D,2024-04-13,accept_old,,,unsure
act_D,2024-04-14,accept_old,,,unsure
act_D,2024-04-15,accept_old,,,unsure
act_D,2024-04-16,manual_window,12:15,13:00,unsure
act_D,2024-04-17,manual_window,09:00,12:45,unsure
act_D,2024-04-18,accept_old,,,unsure
act_D,2024-04-19,no_rpf,,,unsure
act_D,2024-04-20,accept_old,,,unsure
act_D,2024-04-21,accept_old,,,unsure
act_D,2024-04-22,manual_window,12:30,14:45,unsure
act_D,2024-04-23,accept_old,,,unsure
act_D,2024-04-24,accept_old,,,unsure
act_D,2024-04-25,accept_old,,,unsure
act_D,2024-04-26,accept_old,,,unsure
act_D,2024-04-27,accept_old,,,unsure
act_D,2024-04-28,accept_old,,,unsure
act_D,2024-04-29,accept_old,,,unsure
act_D,2024-04-30,accept_old,,,unsure
act_D,2024-05-01,accept_old,,,unsure
act_D,2024-05-02,accept_old,,,unsure
act_D,2024-05-03,accept_old,,,unsure
act_D,2024-05-04,accept_old,,,unsure
act_D,2024-05-05,accept_old,,,unsure
act_D,2024-05-06,accept_old,,,unsure
act_D,2024-05-07,manual_window,11:45,12:15,unsure
act_D,2024-05-08,accept_old,,,unsure
act_D,2024-05-09,accept_old,,,unsure
act_D,2024-05-10,accept_old,,,unsure
act_D,2024-05-11,accept_old,,,unsure
act_D,2024-05-12,accept_old,,,unsure
act_D,2024-05-13,accept_old,,,unsure
act_D,2024-05-14,accept_old,,,unsure
act_D,2024-05-15,accept_old,,,unsure
act_D,2024-05-16,manual_window,11:00,12:00,unsure
act_D,2024-05-17,no_rpf,,,unsure
act_D,2024-05-18,accept_old,,,unsure
act_D,2024-05-19,accept_old,,,unsure
act_D,2024-05-20,accept_old,,,unsure
act_D,2024-05-21,accept_old,,,unsure
act_D,2024-05-22,accept_old,,,unsure
act_D,2024-05-23,accept_old,,,unsure
act_D,2024-05-24,accept_old,,,unsure
act_D,2024-05-25,accept_old,,,unsure
act_D,2024-05-26,accept_old,,,unsure
act_D,2024-05-27,accept_old,,,unsure
act_D,2024-05-28,accept_old,,,unsure
act_D,2024-05-29,accept_old,,,unsure
act_D,2024-05-30,accept_old,,,unsure
act_D,2024-05-31,accept_old,,,unsure
act_D,2024-06-01,accept_old,,,unsure
act_D,2024-06-02,accept_old,,,unsure
act_D,2024-06-03,manual_window,10:30,11:45,unsure
act_D,2024-06-04,manual_window,12:00,14:00,unsure
act_D,2024-06-05,accept_old,,,unsure
act_D,2024-06-06,accept_old,,,unsure
act_D,2024-06-07,manual_window,10:15,14:00,unsure
act_D,2024-06-08,accept_old,,,unsure
act_D,2024-06-09,accept_old,,,unsure
act_D,2024-06-10,accept_old,,,unsure
act_D,2024-06-11,accept_old,,,unsure
act_D,2024-06-12,accept_old,,,unsure
act_D,2024-06-13,accept_old,,,unsure
act_D,2024-06-14,accept_old,,,unsure
act_D,2024-06-15,accept_old,,,unsure
act_D,2024-06-16,accept_old,,,unsure
act_D,2024-06-17,accept_old,,,unsure
act_D,2024-06-18,accept_old,,,unsure
act_D,2024-06-19,accept_old,,,unsure
act_D,2024-06-20,accept_old,,,unsure
act_D,2024-06-21,accept_old,,,unsure
act_D,2024-06-22,accept_old,,,unsure
act_D,2024-06-23,accept_old,,,unsure
act_D,2024-06-24,accept_old,,,unsure
act_D,2024-06-25,accept_old,,,unsure
act_D,2024-06-26,accept_old,,,unsure
act_D,2024-06-27,accept_old,,,unsure
act_D,2024-06-28,accept_old,,,unsure
act_D,2024-06-29,manual_window,11:45,13:30,unsure
act_D,2024-06-30,accept_old,,,unsure
act_D,2024-07-01,accept_old,,,unsure
act_D,2024-07-02,accept_old,,,unsure
act_D,2024-07-03,accept_old,,,unsure
act_D,2024-07-04,accept_old,,,unsure
act_D,2024-07-05,accept_old,,,unsure
act_D,2024-07-06,accept_old,,,unsure
act_D,2024-07-07,manual_window,11:00,12:45,unsure
act_D,2024-07-08,accept_old,,,unsure
act_D,2024-07-09,accept_old,,,unsure
act_D,2024-07-10,accept_old,,,unsure
act_D,2024-07-11,accept_old,,,unsure
act_D,2024-07-12,accept_old,,,unsure
act_D,2024-07-13,accept_old,,,unsure
act_D,2024-07-14,accept_old,,,unsure
act_D,2024-07-15,accept_old,,,unsure
act_D,2024-07-16,accept_old,,,unsure
act_D,2024-07-17,manual_window,10:15,12:45,unsure
act_D,2024-07-18,manual_window,12:00,14:30,unsure
act_D,2024-07-19,accept_old,,,unsure
act_D,2024-07-20,accept_old,,,unsure
act_D,2024-07-21,accept_old,,,unsure
act_D,2024-07-22,accept_old,,,unsure
act_D,2024-07-23,accept_old,,,unsure
act_D,2024-07-24,accept_old,,,unsure
act_D,2024-07-25,accept_old,,,unsure
act_D,2024-07-26,accept_old,,,unsure
act_D,2024-07-27,accept_old,,,unsure
act_D,2024-07-28,accept_old,,,unsure
act_D,2024-07-29,accept_old,,,unsure
act_D,2024-07-30,manual_window,10:30,12:15,unsure
act_D,2024-07-31,accept_old,,,unsure
act_D,2024-08-01,accept_old,,,unsure
act_D,2024-08-02,accept_old,,,unsure
act_D,2024-08-03,no_rpf,,,unsure
act_D,2024-08-04,accept_old,,,unsure
act_D,2024-08-05,accept_old,,,unsure
act_D,2024-08-06,accept_old,,,unsure
act_D,2024-08-07,accept_old,,,unsure
act_D,2024-08-08,accept_old,,,unsure
act_D,2024-08-09,accept_old,,,unsure
act_D,2024-08-10,accept_old,,,unsure
act_D,2024-08-11,accept_old,,,unsure
act_D,2024-08-12,accept_old,,,unsure
act_D,2024-08-13,accept_old,,,unsure
act_D,2024-08-14,accept_old,,,unsure
act_D,2024-08-15,accept_old,,,unsure
act_D,2024-08-16,accept_old,,,unsure
act_D,2024-08-17,manual_window,12:15,13:15,unsure
act_D,2024-08-18,accept_old,,,unsure
act_D,2024-08-19,accept_old,,,unsure
act_D,2024-08-20,accept_old,,,unsure
act_D,2024-08-21,accept_old,,,unsure
act_D,2024-08-22,accept_old,,,unsure
act_D,2024-08-23,accept_old,,,unsure
act_D,2024-08-24,accept_old,,,unsure
act_D,2024-08-25,accept_old,,,unsure
act_D,2024-08-26,manual_window,11:30,13:30,unsure
act_D,2024-08-27,accept_old,,,unsure
act_D,2024-08-28,accept_old,,,unsure
act_D,2024-08-29,accept_old,,,unsure
act_D,2024-08-30,manual_window,11:15,13:00,unsure
act_D,2024-08-31,manual_window,11:45,12:30,unsure
act_D,2024-09-01,accept_old,,,unsure
act_D,2024-09-02,manual_window,10:45,13:45,unsure
act_D,2024-09-03,accept_old,,,unsure
act_D,2024-09-04,accept_old,,,unsure
act_D,2024-09-05,accept_old,,,unsure
act_D,2024-09-06,manual_window,11:00,13:30,unsure
act_D,2024-09-07,accept_old,,,unsure
act_D,2024-09-08,accept_old,,,unsure
act_D,2024-09-09,manual_window,09:45,14:00,unsure
act_D,2024-09-10,accept_old,,,unsure
act_D,2024-09-11,accept_old,,,unsure
act_D,2024-09-12,accept_old,,,unsure
act_D,2024-09-13,accept_old,,,unsure
act_D,2024-09-14,manual_window,12:00,13:00,unsure
act_D,2024-09-15,accept_old,,,unsure
act_D,2024-09-16,accept_old,,,unsure
act_D,2024-09-17,accept_old,,,unsure
act_D,2024-09-18,accept_old,,,unsure
act_D,2024-09-19,accept_old,,,unsure
act_D,2024-09-20,accept_old,,,unsure
act_D,2024-09-21,manual_window,11:00,14:00,unsure
act_D,2024-09-22,manual_window,11:00,13:30,unsure
act_D,2024-09-23,accept_old,,,unsure
act_D,2024-09-24,accept_old,,,unsure
act_D,2024-09-25,accept_old,,,unsure
act_D,2024-09-26,accept_old,,,unsure
act_D,2024-09-27,accept_old,,,unsure
act_D,2024-09-28,accept_old,,,unsure
act_D,2024-09-29,accept_old,,,unsure
act_D,2024-09-30,accept_old,,,unsure
act_F,2023-10-01,accept_old,,,unsure
act_F,2023-10-02,accept_old,,,unsure
act_F,2023-10-03,accept_old,,,unsure
act_F,2023-10-04,accept_old,,,unsure
act_F,2023-10-05,accept_old,,,unsure
act_F,2023-10-06,accept_old,,,unsure
act_F,2023-10-07,accept_old,,,unsure
act_F,2023-10-08,accept_old,,,unsure
act_F,2023-10-09,accept_old,,,unsure
act_F,2023-10-10,accept_old,,,unsure
act_F,2023-10-11,accept_old,,,unsure
act_F,2023-10-12,accept_old,,,unsure
act_F,2023-10-13,accept_old,,,unsure
act_F,2023-10-14,accept_old,,,unsure
act_F,2023-10-15,accept_old,,,unsure
act_F,2023-10-16,accept_old,,,unsure
act_F,2023-10-17,accept_old,,,unsure
act_F,2023-10-18,accept_old,,,unsure
act_F,2023-10-19,accept_old,,,unsure
act_F,2023-10-20,accept_old,,,unsure
act_F,2023-10-21,accept_old,,,unsure
act_F,2023-10-22,accept_old,,,unsure
act_F,2023-10-23,accept_old,,,unsure
act_F,2023-10-24,accept_old,,,unsure
act_F,2023-10-25,accept_old,,,unsure
act_F,2023-10-26,accept_old,,,unsure
act_F,2023-10-27,accept_old,,,unsure
act_F,2023-10-28,accept_old,,,unsure
act_F,2023-10-29,accept_old,,,unsure
act_F,2023-10-30,accept_old,,,unsure
act_F,2023-10-31,accept_old,,,unsure
act_F,2023-11-01,accept_old,,,unsure
act_F,2023-11-02,accept_old,,,unsure
act_F,2023-11-03,accept_old,,,unsure
act_F,2023-11-04,accept_old,,,unsure
act_F,2023-11-05,accept_old,,,unsure
act_F,2023-11-06,accept_old,,,unsure
act_F,2023-11-07,accept_old,,,unsure
act_F,2023-11-08,accept_old,,,unsure
act_F,2023-11-09,accept_old,,,unsure
act_F,2023-11-10,accept_old,,,unsure
act_F,2023-11-11,accept_old,,,unsure
act_F,2023-11-12,accept_old,,,unsure
act_F,2023-11-13,accept_old,,,unsure
act_F,2023-11-14,accept_old,,,unsure
act_F,2023-11-15,accept_old,,,unsure
act_F,2023-11-16,accept_old,,,unsure
act_F,2023-11-17,accept_old,,,unsure
act_F,2023-11-18,accept_old,,,unsure
act_F,2023-11-19,accept_old,,,unsure
act_F,2023-11-20,accept_old,,,unsure
act_F,2023-11-21,accept_old,,,unsure
act_F,2023-11-22,accept_old,,,unsure
act_F,2023-11-23,accept_old,,,unsure
act_F,2023-11-24,accept_old,,,unsure
act_F,2023-11-25,accept_old,,,unsure
act_F,2023-11-26,accept_old,,,unsure
act_F,2023-11-27,accept_old,,,unsure
act_F,2023-11-28,accept_old,,,unsure
act_F,2023-11-29,accept_old,,,unsure
act_F,2023-11-30,accept_old,,,unsure
act_F,2023-12-01,accept_old,,,unsure
act_F,2023-12-02,accept_old,,,unsure
act_F,2023-12-03,accept_old,,,unsure
act_F,2023-12-04,accept_old,,,unsure
act_F,2023-12-05,accept_old,,,unsure
act_F,2023-12-06,accept_old,,,unsure
act_F,2023-12-07,accept_old,,,unsure
act_F,2023-12-08,accept_old,,,unsure
act_F,2023-12-09,accept_old,,,unsure
act_F,2023-12-10,accept_old,,,unsure
act_F,2023-12-11,accept_old,,,unsure
act_F,2023-12-12,accept_old,,,unsure
act_F,2023-12-13,accept_old,,,unsure
act_F,2023-12-14,accept_old,,,unsure
act_F,2023-12-15,accept_old,,,unsure
act_F,2023-12-16,accept_old,,,unsure
act_F,2023-12-17,accept_old,,,unsure
act_F,2023-12-18,accept_old,,,unsure
act_F,2023-12-19,accept_old,,,unsure
act_F,2023-12-20,accept_old,,,unsure
act_F,2023-12-21,accept_old,,,unsure
act_F,2023-12-22,accept_old,,,unsure
act_F,2023-12-23,accept_old,,,unsure
act_F,2023-12-24,accept_old,,,unsure
act_F,2023-12-25,no_rpf,,,unsure
act_F,2023-12-26,accept_old,,,unsure
act_F,2023-12-27,accept_old,,,unsure
act_F,2023-12-28,accept_old,,,unsure
act_F,2023-12-29,accept_old,,,unsure
act_F,2023-12-30,accept_old,,,unsure
act_F,2023-12-31,accept_old,,,unsure
act_F,2024-01-01,accept_old,,,unsure
act_F,2024-01-02,accept_old,,,unsure
act_F,2024-01-03,manual_window,09:15,14:30,unsure
act_F,2024-01-04,accept_old,,,unsure
act_F,2024-01-05,accept_old,,,unsure
act_F,2024-01-06,accept_old,,,unsure
act_F,2024-01-07,manual_window,09:30,15:45,unsure
act_F,2024-01-08,accept_old,,,unsure
act_F,2024-01-09,accept_old,,,unsure
act_F,2024-01-10,accept_old,,,unsure
act_F,2024-01-11,accept_old,,,unsure
act_F,2024-01-12,accept_old,,,unsure
act_F,2024-01-13,accept_old,,,unsure
act_F,2024-01-14,accept_old,,,unsure
act_F,2024-01-15,accept_old,,,unsure
act_F,2024-01-16,accept_old,,,unsure
act_F,2024-01-17,accept_old,,,unsure
act_F,2024-01-18,accept_old,,,unsure
act_F,2024-01-19,manual_window,10:00,16:00,unsure
act_F,2024-01-20,accept_old,,,unsure
act_F,2024-01-21,accept_old,,,unsure
act_F,2024-01-22,accept_old,,,unsure
act_F,2024-01-23,accept_old,,,unsure
act_F,2024-01-24,accept_old,,,unsure
act_F,2024-01-25,accept_old,,,unsure
act_F,2024-01-26,accept_old,,,unsure
act_F,2024-01-27,accept_old,,,unsure
act_F,2024-01-28,accept_old,,,unsure
act_F,2024-01-29,accept_old,,,unsure
act_F,2024-01-30,accept_old,,,unsure
act_F,2024-01-31,accept_old,,,unsure
act_F,2024-02-01,accept_old,,,unsure
act_F,2024-02-02,accept_old,,,unsure
act_F,2024-02-03,accept_old,,,unsure
act_F,2024-02-04,accept_old,,,unsure
act_F,2024-02-05,accept_old,,,unsure
act_F,2024-02-06,accept_old,,,unsure
act_F,2024-02-07,accept_old,,,unsure
act_F,2024-02-08,accept_old,,,unsure
act_F,2024-02-09,accept_old,,,unsure
act_F,2024-02-10,accept_old,,,unsure
act_F,2024-02-11,accept_old,,,unsure
act_F,2024-02-12,accept_old,,,unsure
act_F,2024-02-13,accept_old,,,unsure
act_F,2024-02-14,accept_old,,,unsure
act_F,2024-02-15,accept_old,,,unsure
act_F,2024-02-16,accept_old,,,unsure
act_F,2024-02-17,accept_old,,,unsure
act_F,2024-02-18,accept_old,,,unsure
act_F,2024-02-19,accept_old,,,unsure
act_F,2024-02-20,manual_window,11:45,16:30,unsure
act_F,2024-02-21,accept_old,,,unsure
act_F,2024-02-22,manual_window,10:45,15:15,unsure
act_F,2024-02-23,accept_old,,,unsure
act_F,2024-02-24,accept_old,,,unsure
act_F,2024-02-25,accept_old,,,unsure
act_F,2024-02-26,accept_old,,,unsure
act_F,2024-02-27,accept_old,,,unsure
act_F,2024-02-28,accept_old,,,unsure
act_F,2024-02-29,accept_old,,,unsure
act_F,2024-03-01,accept_old,,,unsure
act_F,2024-03-02,accept_old,,,unsure
act_F,2024-03-03,accept_old,,,unsure
act_F,2024-03-04,accept_old,,,unsure
act_F,2024-03-05,accept_old,,,unsure
act_F,2024-03-06,accept_old,,,unsure
act_F,2024-03-07,accept_old,,,unsure
act_F,2024-03-08,accept_old,,,unsure
act_F,2024-03-09,accept_old,,,unsure
act_F,2024-03-10,accept_old,,,unsure
act_F,2024-03-11,accept_old,,,unsure
act_F,2024-03-12,accept_old,,,unsure
act_F,2024-03-13,accept_old,,,unsure
act_F,2024-03-14,accept_old,,,unsure
act_F,2024-03-15,accept_old,,,unsure
act_F,2024-03-16,accept_old,,,unsure
act_F,2024-03-17,accept_old,,,unsure
act_F,2024-03-18,accept_old,,,unsure
act_F,2024-03-19,accept_old,,,unsure
act_F,2024-03-20,accept_old,,,unsure
act_F,2024-03-21,accept_old,,,unsure
act_F,2024-03-22,accept_old,,,unsure
act_F,2024-03-23,accept_old,,,unsure
act_F,2024-03-24,accept_old,,,unsure
act_F,2024-03-25,accept_old,,,unsure
act_F,2024-03-26,accept_old,,,unsure
act_F,2024-03-27,accept_old,,,unsure
act_F,2024-03-28,accept_old,,,unsure
act_F,2024-03-29,accept_old,,,unsure
act_F,2024-03-30,accept_old,,,unsure
act_F,2024-03-31,accept_old,,,unsure
act_F,2024-04-01,accept_old,,,unsure
act_F,2024-04-02,accept_old,,,unsure
act_F,2024-04-03,accept_old,,,unsure
act_F,2024-04-04,accept_old,,,unsure
act_F,2024-04-05,accept_old,,,unsure
act_F,2024-04-06,accept_old,,,unsure
act_F,2024-04-07,accept_old,,,unsure
act_F,2024-04-08,accept_old,,,unsure
act_F,2024-04-09,accept_old,,,unsure
act_F,2024-04-10,accept_old,,,unsure
act_F,2024-04-11,accept_old,,,unsure
act_F,2024-04-12,accept_old,,,unsure
act_F,2024-04-13,accept_old,,,unsure
act_F,2024-04-14,accept_old,,,unsure
act_F,2024-04-15,accept_old,,,unsure
act_F,2024-04-16,accept_old,,,unsure
act_F,2024-04-17,accept_old,,,unsure
act_F,2024-04-18,accept_old,,,unsure
act_F,2024-04-19,accept_old,,,unsure
act_F,2024-04-20,accept_old,,,unsure
act_F,2024-04-21,accept_old,,,unsure
act_F,2024-04-22,accept_old,,,unsure
act_F,2024-04-23,accept_old,,,unsure
act_F,2024-04-24,accept_old,,,unsure
act_F,2024-04-25,accept_old,,,unsure
act_F,2024-04-26,accept_old,,,unsure
act_F,2024-04-27,accept_old,,,unsure
act_F,2024-04-28,accept_old,,,unsure
act_F,2024-04-29,accept_old,,,unsure
act_F,2024-04-30,accept_old,,,unsure
act_F,2024-05-01,accept_old,,,unsure
act_F,2024-05-02,accept_old,,,unsure
act_F,2024-05-03,accept_old,,,unsure
act_F,2024-05-04,accept_old,,,unsure
act_F,2024-05-05,accept_old,,,unsure
act_F,2024-05-06,accept_old,,,unsure
act_F,2024-05-07,accept_old,,,unsure
act_F,2024-05-08,accept_old,,,unsure
act_F,2024-05-09,accept_old,,,unsure
act_F,2024-05-10,accept_old,,,unsure
act_F,2024-05-11,accept_old,,,unsure
act_F,2024-05-12,accept_old,,,unsure
act_F,2024-05-13,accept_old,,,unsure
act_F,2024-05-14,accept_old,,,unsure
act_F,2024-05-15,accept_old,,,unsure
act_F,2024-05-16,manual_window,10:00,14:45,unsure
act_F,2024-05-17,accept_old,,,unsure
act_F,2024-05-18,accept_old,,,unsure
act_F,2024-05-19,manual_window,11:00,14:00,unsure
act_F,2024-05-20,accept_old,,,unsure
act_F,2024-05-21,accept_old,,,unsure
act_F,2024-05-22,accept_old,,,unsure
act_F,2024-05-23,accept_old,,,unsure
act_F,2024-05-24,accept_old,,,unsure
act_F,2024-05-25,accept_old,,,unsure
act_F,2024-05-26,accept_old,,,unsure
act_F,2024-05-27,accept_old,,,unsure
act_F,2024-05-28,accept_old,,,unsure
act_F,2024-05-29,accept_old,,,unsure
act_F,2024-05-30,accept_old,,,unsure
act_F,2024-05-31,accept_old,,,unsure
act_F,2024-06-01,accept_old,,,unsure
